Recipe ID,Menu Item ID/Name,Ingredient Name,Quantity,Unit,Unit Cost,Estimated Cost
"r_m35","RECIPE - DOUBLE CRUNCH BOX","","1","unit","19.96","0"
"r_m36","RECIPE - MEGA FEAST MEAL","","1","portion","162.25","0"
"r_m36","RECIPE - MEGA FEAST MEAL","","1","pc","32.45","0"
"r_m36","RECIPE - MEGA FEAST MEAL","","1","unit","25.96","0"
"r_m37","RECIPE - DEN'S PARTY MEAL","","1","portion","224.75","0"
"r_m37","RECIPE - DEN'S PARTY MEAL","","1","pc","44.95","0"
"r_m37","RECIPE - DEN'S PARTY MEAL","","1","unit","35.96","0"
"r_m38","RECIPE - SUPER 5 BUCKET","","1","portion","324.75","0"
"r_m38","RECIPE - SUPER 5 BUCKET","","1","pc","64.95","0"
"r_m38","RECIPE - SUPER 5 BUCKET","","1","unit","51.96","0"
"r_m39","GYRO - PROTEIN MAX","","0.04","kg","44.77","0"
"r_m39","GYRO - PROTEIN MAX","","0.05","kg","400","0"
"r_m39","GYRO - PROTEIN MAX","","0.04","kg","248.15","0"
"r_m39","GYRO - PROTEIN MAX","","1","pc","12.41","0"
"r_m39","GYRO - PROTEIN MAX","","1","unit","15.95","0"
"r_m40a","RECIPE - LEBANESE RICE - PROTEIN MAX (CHICKEN)","","0.2","kg","60","0"
"r_m40a","RECIPE - LEBANESE RICE - PROTEIN MAX (CHICKEN)","","0.1","kg","300","0"
"r_m40a","RECIPE - LEBANESE RICE - PROTEIN MAX (CHICKEN)","","0.03","kg","168.43","0"
"r_m40a","RECIPE - LEBANESE RICE - PROTEIN MAX (CHICKEN)","","1","pc","12","0"
"r_m40a","RECIPE - LEBANESE RICE - PROTEIN MAX (CHICKEN)","","1","unit","12","0"
"r_m40b","RECIPE - LEBANESE RICE - PROTEIN MAX (PANEER)","","0.2","kg","60","0"
"r_m40b","RECIPE - LEBANESE RICE - PROTEIN MAX (PANEER)","","0.1","kg","300","0"
"r_m40b","RECIPE - LEBANESE RICE - PROTEIN MAX (PANEER)","","0.03","kg","168.43","0"
"r_m40b","RECIPE - LEBANESE RICE - PROTEIN MAX (PANEER)","","1","pc","12","0"
"r_m40b","RECIPE - LEBANESE RICE - PROTEIN MAX (PANEER)","","1","unit","12","0"
"r_m41a","RECIPE - SALAD - PROTEIN MAX (CHICKEN)","","0.2","kg","60","0"
"r_m41a","RECIPE - SALAD - PROTEIN MAX (CHICKEN)","","0.1","kg","300","0"
"r_m41a","RECIPE - SALAD - PROTEIN MAX (CHICKEN)","","0.03","kg","168.43","0"
"r_m41a","RECIPE - SALAD - PROTEIN MAX (CHICKEN)","","1","pc","12","0"
"r_m41a","RECIPE - SALAD - PROTEIN MAX (CHICKEN)","","1","unit","12","0"
"r_m41b","RECIPE - SALAD - PROTEIN MAX (PANEER)","","0.2","kg","60","0"
"r_m41b","RECIPE - SALAD - PROTEIN MAX (PANEER)","","0.1","kg","300","0"
"r_m41b","RECIPE - SALAD - PROTEIN MAX (PANEER)","","0.03","kg","168.43","0"
"r_m41b","RECIPE - SALAD - PROTEIN MAX (PANEER)","","1","pc","12","0"
"r_m41b","RECIPE - SALAD - PROTEIN MAX (PANEER)","","1","unit","12","0"
"r_m62a","RECIPE - TURKISH CHILLI DIP","","0.03","kg","168.43","0"
"r_m62a","RECIPE - TURKISH CHILLI DIP","","1","pc","1.77","0"
"r_m62a","RECIPE - TURKISH CHILLI DIP","","1","unit","1","0"
"r_m62b","RECIPE - JALAPENO CHEESE DIP","","0.03","kg","168.43","0"
"r_m62b","RECIPE - JALAPENO CHEESE DIP","","1","pc","1.77","0"
"r_m62b","RECIPE - JALAPENO CHEESE DIP","","1","unit","1","0"
"r_m62c","RECIPE - GARLIC MAYO DIP","","0.03","kg","168.43","0"
"r_m62c","RECIPE - GARLIC MAYO DIP","","1","pc","1.77","0"
"r_m62c","RECIPE - GARLIC MAYO DIP","","1","unit","1","0"
"r_m62d","RECIPE - SPICY MAYO DIP","","0.03","kg","168.43","0"
"r_m62d","RECIPE - SPICY MAYO DIP","","1","pc","1.77","0"
"r_m62d","RECIPE - SPICY MAYO DIP","","1","unit","1","0"
"r_m62e","RECIPE - PERI PERI DIP","","0.03","kg","168.43","0"
"r_m62e","RECIPE - PERI PERI DIP","","1","pc","1.77","0"
"r_m62e","RECIPE - PERI PERI DIP","","1","unit","1","0"
"r_m62f","RECIPE - HONEY MUSTARD DIP","","0.03","kg","168.43","0"
"r_m62f","RECIPE - HONEY MUSTARD DIP","","1","pc","1.77","0"
"r_m62f","RECIPE - HONEY MUSTARD DIP","","1","unit","1","0"
